hasPassword,brandPresent,domainMismatch,domainLength,domainAge,specialCharCount,hasSensitiveField,numInputs,hasFileUpload,hasOTPField,label
0,0,1,12,93,5,1,8,0,0,1
0,1,1,11,97,6,1,5,0,0,1
0,0,0,6,179,3,1,10,0,0,1
0,1,0,18,3518,2,1,6,0,1,0
0,0,0,19,1515,1,1,2,0,0,0
0,1,0,17,3731,0,1,5,0,0,0
1,1,0,7,4164,1,0,4,0,0,0
0,1,0,8,4260,0,1,4,0,1,0
0,1,1,17,128,4,1,2,0,0,1
0,1,0,10,151,0,1,3,0,0,0
0,1,0,8,3963,0,1,4,0,0,0
1,0,1,5,125,5,0,7,0,0,1
0,1,1,12,40,4,0,2,0,1,1
0,1,0,14,3029,0,1,12,0,1,0
0,0,1,13,1231,3,1,10,1,0,1
0,1,1,20,22,3,1,6,0,0,1
0,0,0,17,47,1,1,7,0,0,1
0,1,1,10,99,5,1,7,1,0,1
0,0,0,9,3888,1,0,3,0,0,0
1,1,0,8,1746,2,1,11,0,0,0
0,0,1,7,9,0,0,7,0,0,1
0,0,0,13,2275,0,1,2,0,0,0
0,1,0,9,2424,2,1,5,0,0,1
0,0,0,9,1679,5,1,4,1,0,1
0,1,1,19,26,5,1,7,0,0,1
0,1,0,12,129,1,1,7,0,0,0
0,0,0,9,27,0,1,1,0,0,0
1,0,0,14,1200,0,1,5,0,0,0
0,1,1,8,114,2,1,4,1,0,1
0,0,0,7,39,0,1,11,0,0,1
1,1,1,19,80,3,0,7,0,0,1
1,1,0,18,2003,0,0,10,0,0,0
0,1,1,10,1502,0,0,3,0,1,1
0,0,0,17,3068,1,0,11,0,0,0
1,0,1,15,2696,2,0,3,0,0,1
0,0,1,10,158,7,1,4,0,0,1
0,1,0,11,2874,1,1,5,0,0,0
1,1,0,7,2574,1,1,12,0,0,0
1,1,0,14,39,1,1,3,0,0,0
0,0,0,9,1611,1,0,3,0,0,0
0,1,0,14,2030,0,1,6,0,1,0
0,0,0,9,677,0,0,2,0,0,0
0,0,0,11,132,0,1,3,0,0,1
0,1,0,9,1978,1,1,3,0,1,0
1,1,1,8,127,5,0,4,0,0,1
0,1,1,14,125,1,1,6,0,1,0
1,1,1,13,100,2,0,1,0,0,1
0,1,0,11,1283,0,1,10,0,1,0
1,1,1,15,2879,0,0,4,0,0,1
0,0,1,9,123,0,1,8,0,0,1
0,1,0,12,4881,1,1,4,0,0,0
0,1,0,9,2522,0,1,4,0,0,0
0,1,0,11,565,1,1,3,0,1,0
0,0,0,13,661,1,0,3,0,0,0
1,1,0,14,2514,3,1,12,0,1,0
0,0,0,13,1776,1,0,2,0,0,0
1,1,0,4,3219,0,0,4,0,0,0
0,0,0,10,3183,0,0,1,0,0,0
0,0,0,18,40,4,0,5,0,1,1
0,1,0,12,4745,1,1,5,0,1,0
0,0,0,19,4728,0,0,1,0,0,0
0,0,0,5,46,7,1,8,1,0,1
0,0,1,12,67,2,1,8,1,0,1
0,1,0,15,1156,0,1,3,0,0,0
1,0,1,17,45,0,0,3,0,0,1
0,0,0,11,1624,0,0,2,0,0,0
0,1,0,19,4687,1,1,3,0,1,0
0,0,0,9,126,0,1,13,0,1,0
1,1,0,7,1805,2,1,14,0,0,0
1,1,0,11,2473,0,0,4,0,0,0
0,0,0,11,2579,1,0,12,0,0,0
0,0,1,12,90,6,1,2,0,0,1
0,0,0,10,887,0,1,6,0,1,0
1,1,0,17,4731,1,0,2,0,0,0
0,1,1,6,1867,1,0,2,0,1,1
0,0,0,14,175,4,0,10,0,0,1
1,0,1,7,16,2,0,5,0,0,1
1,1,0,6,3896,2,1,13,0,1,0
1,1,0,14,2953,2,1,9,0,0,0
0,1,0,12,4720,0,1,5,0,1,0
1,0,0,8,184,1,1,8,0,1,0
0,0,1,13,3669,0,0,3,0,0,0
0,0,0,14,3240,0,0,1,0,0,0
0,1,0,13,4258,2,1,5,0,1,0
0,1,0,11,683,2,1,14,0,1,0
1,1,0,12,1695,0,0,3,0,0,0
0,0,1,12,57,6,0,5,1,0,1
1,1,0,15,138,1,0,3,0,0,0
0,0,1,9,105,5,0,5,0,1,1
0,1,0,17,1939,1,1,5,0,1,0
0,1,1,19,2693,5,0,5,0,1,1
0,1,0,11,1992,0,1,9,0,1,0
0,0,0,10,63,3,0,7,0,0,1
0,1,0,14,1178,1,1,7,0,0,0
0,0,0,15,2457,1,0,10,0,0,0
1,1,1,11,139,0,0,7,0,0,1
0,0,0,16,107,3,1,6,0,0,1
0,1,0,12,75,0,1,4,0,0,1
0,1,1,6,129,4,0,1,0,0,1
0,0,0,10,881,0,0,3,0,0,0
0,1,0,19,2950,0,1,4,0,0,0
0,1,0,8,1220,0,1,5,0,0,0
1,1,0,11,997,0,0,3,0,0,0
0,0,0,11,159,4,1,4,0,0,1
1,0,0,8,791,1,1,11,0,0,0
1,1,0,13,2930,1,0,3,0,0,0
0,1,0,17,3962,1,1,5,0,0,0
0,1,0,13,162,1,1,4,0,0,0
1,1,0,16,15,1,1,3,0,0,0
0,0,0,16,3508,0,0,5,0,0,0
0,1,0,13,790,2,1,6,0,1,0
0,0,0,10,2986,3,1,3,0,0,0
0,1,0,18,4549,0,1,9,0,0,0
1,0,1,20,50,6,0,3,0,0,1
0,0,1,12,25,0,1,6,1,0,1
0,1,0,20,32,0,1,7,0,0,1
0,0,0,6,1164,0,0,3,0,0,0
1,0,1,8,12,5,0,6,0,0,1
0,0,0,7,185,5,0,2,0,0,1
0,1,0,12,2783,0,1,10,0,1,0
0,1,0,8,1771,0,1,8,0,0,0
1,0,0,13,1355,2,1,10,0,1,0
0,1,0,13,3786,0,1,6,0,0,0
0,1,1,15,145,0,1,6,0,0,1
0,0,0,4,4591,1,0,1,0,0,0
0,0,1,9,189,0,0,7,0,0,1
0,0,0,17,2628,5,0,3,0,0,1
1,0,1,16,367,4,0,5,0,0,1
1,0,0,13,92,0,1,11,0,1,0
1,1,0,10,4311,0,0,4,0,0,0
0,1,0,18,1596,1,1,4,0,1,0
1,1,1,8,92,5,0,7,0,0,1
0,0,0,14,3948,0,0,3,0,0,0
0,0,0,18,87,2,1,12,0,0,0
0,1,1,9,3288,1,1,5,0,1,0
0,1,0,10,1826,1,1,4,0,1,0
0,0,0,6,5,5,0,7,0,0,1
0,1,0,8,1322,1,1,4,0,0,0
1,1,0,14,3063,1,1,3,0,0,0
1,1,0,19,181,0,0,12,0,0,0
1,1,1,13,106,6,0,5,0,0,1
1,1,1,14,2570,4,0,6,0,0,1
0,0,1,13,40,2,1,5,1,0,1
0,1,0,14,2783,0,1,4,0,0,0
0,0,1,8,99,4,1,5,1,0,1
1,1,1,9,28,4,0,3,0,0,1
1,0,0,11,1025,1,1,8,0,1,0
0,0,0,10,193,3,0,1,0,0,1
0,0,1,9,10,3,0,3,0,0,1
0,1,0,17,1448,3,1,5,0,0,0
0,1,0,18,3712,1,1,4,0,1,0
0,0,0,14,139,1,1,11,0,0,1
0,1,0,5,4145,0,1,5,0,0,0
0,1,0,14,1554,1,1,3,0,0,0
0,1,1,4,2701,2,0,5,0,1,1
0,0,1,10,138,5,0,5,0,0,1
1,1,0,16,557,0,0,2,0,0,0
0,1,1,17,2475,5,0,2,0,1,1
0,1,1,8,1077,1,1,4,0,0,0
0,0,0,6,864,1,0,3,0,0,0
0,0,0,10,1732,3,0,2,0,0,0
1,1,0,4,1807,6,0,4,0,0,1
0,0,1,11,1391,5,1,4,0,0,1
0,1,0,15,1742,0,1,14,0,0,0
0,1,1,8,72,5,1,6,0,0,1
0,1,1,8,9,7,1,6,1,0,1
0,1,0,12,106,0,1,3,0,0,1
1,1,0,8,3572,0,1,3,0,0,0
0,1,0,5,3664,0,1,5,0,0,0
0,0,0,7,1232,0,1,6,0,0,1
0,1,0,8,171,1,1,3,0,0,0
1,1,1,18,7,2,0,3,0,0,1
0,1,0,16,1163,0,1,5,0,1,0
1,0,0,11,3043,2,1,8,0,0,0
0,0,0,9,1172,2,0,1,0,0,0
0,1,0,16,3285,1,1,5,0,1,0
0,0,1,9,106,4,1,5,0,0,1
1,1,0,10,245,0,1,13,0,1,0
1,1,0,7,3389,1,0,3,0,0,0
0,0,1,13,53,4,0,4,0,1,1
0,0,1,18,2918,4,0,3,0,1,1
0,0,0,9,24,1,1,2,0,0,0
0,0,0,10,10,2,1,3,0,0,1
0,0,0,17,29,1,0,5,0,1,1
0,1,0,11,415,1,1,10,0,1,0
0,1,0,15,4739,0,1,6,0,1,0
0,1,0,14,2389,0,1,5,0,0,0
0,0,1,10,487,1,0,2,0,1,1
0,0,1,16,1365,0,0,5,0,1,1
0,0,1,18,63,4,1,7,0,0,1
1,1,0,8,2673,1,1,7,0,0,0
0,0,0,11,2237,0,1,1,0,0,0
0,1,0,9,3667,0,1,8,0,0,0
0,0,0,19,11,0,0,5,0,0,0
0,1,0,11,605,1,1,4,0,1,0
1,1,0,10,1178,1,0,4,0,0,0
0,0,0,9,19,2,1,13,0,0,0
0,1,1,6,84,2,1,8,1,0,1
1,0,1,10,165,6,0,4,0,0,1
1,0,1,15,1606,3,0,3,0,0,1
1,1,0,18,4564,1,1,3,0,0,0
0,1,0,18,825,1,1,9,0,0,0
1,0,1,8,1797,3,0,6,0,0,1
0,1,0,13,2748,4,0,4,0,1,1
0,0,1,6,2485,5,0,5,0,1,1
0,1,0,14,178,1,1,4,0,1,0
1,1,0,14,3576,0,0,6,0,0,0
1,0,0,12,2945,2,1,12,0,0,0
0,1,0,7,1296,1,1,11,0,1,0
0,1,1,16,141,6,1,4,0,0,1
1,1,0,10,179,6,0,4,0,0,1
1,1,0,5,1121,0,0,3,0,0,0
0,0,0,9,44,6,0,7,0,0,1
0,1,0,14,2948,0,1,4,0,0,0
1,1,0,11,3986,2,0,3,0,0,0
0,1,0,4,4440,0,1,3,0,0,0
1,1,0,5,157,0,0,2,0,0,0
1,1,0,5,2763,1,0,3,0,0,0
1,1,0,10,4025,0,1,4,0,0,0
0,1,0,7,1505,0,1,3,0,1,0
0,1,1,11,74,0,1,5,0,0,1
0,0,0,19,3686,2,1,7,0,1,0
1,1,0,9,65,1,0,3,0,0,0
1,1,0,10,1802,0,0,4,0,0,0
1,1,0,10,2563,0,0,8,0,0,0
0,1,1,7,55,6,0,4,1,0,1
1,1,0,10,2970,1,0,4,0,0,0
1,1,0,9,2274,0,1,14,0,0,0
0,1,0,8,2362,0,1,6,0,1,0
1,1,1,14,84,6,0,4,0,0,1
1,1,1,15,150,2,0,7,0,0,1
0,0,0,14,2517,6,1,3,0,0,1
1,1,0,12,422,2,1,8,0,1,0
0,1,1,15,98,2,0,4,0,0,1
0,1,0,8,4548,0,1,3,0,0,0
0,1,0,18,676,0,1,3,0,0,0
0,1,0,15,1163,1,1,3,0,0,0
0,1,0,16,2226,0,1,3,0,0,0
0,1,0,13,4157,1,1,5,0,0,0
0,1,0,10,1330,1,1,3,0,0,0
0,1,0,9,4085,0,1,3,0,1,0
0,0,1,14,196,2,0,7,0,0,1
0,1,1,15,57,2,0,5,0,1,1
0,1,0,11,2190,0,1,3,0,0,0
0,1,0,5,2768,1,1,8,0,0,0
0,0,1,5,112,5,0,3,0,1,1
1,1,0,16,1711,1,0,11,0,0,0
0,1,0,9,388,0,1,4,0,0,1
0,0,1,18,82,2,0,4,0,1,1
0,0,0,11,107,2,1,14,0,0,0
0,0,0,9,904,1,0,3,0,0,0
1,1,0,15,2904,1,0,4,0,0,0
0,1,1,8,608,1,0,5,0,1,1
0,0,0,9,2978,3,0,2,0,1,1
1,0,0,12,1198,0,1,8,0,1,0
0,1,0,18,39,2,0,8,0,0,1
0,0,0,6,1496,1,1,5,0,0,0
1,1,1,7,88,3,0,3,0,0,1
0,0,0,17,1186,2,1,13,0,1,0
1,1,1,12,1696,6,0,5,0,0,1
0,1,0,7,1966,1,1,5,0,1,0
1,0,1,17,2959,5,0,7,0,0,1
1,1,1,11,87,5,0,6,0,0,1
0,0,1,9,4287,1,0,3,0,0,0
0,1,0,18,2933,2,1,12,0,1,0
0,0,1,10,25,0,0,10,0,0,1
0,0,0,16,14,6,1,1,0,0,1
0,0,1,8,66,0,1,4,0,0,1
0,1,0,13,59,0,1,12,0,1,0
0,0,0,14,1000,4,1,7,0,0,1
0,0,1,13,97,1,0,5,0,1,1
0,0,0,12,145,3,1,1,0,0,1
0,1,1,16,41,4,0,4,0,0,1
0,1,0,10,3623,0,1,13,0,1,0
0,0,1,14,128,3,1,8,0,0,1
0,1,0,13,1541,5,1,2,0,0,1
0,1,1,15,48,0,0,6,0,0,1
0,1,0,14,2521,0,1,4,0,0,0
0,1,0,9,125,0,1,3,0,0,0
0,0,0,14,138,3,1,9,0,0,1
0,1,0,8,3886,2,1,5,0,0,0
0,0,0,18,3594,0,1,7,0,1,0
1,0,0,9,86,0,1,10,0,0,0
0,0,1,12,99,2,1,5,0,0,1
0,1,0,16,897,0,1,5,0,1,0
1,0,1,8,170,3,0,5,0,0,1
0,1,0,10,170,0,1,5,0,0,0
1,0,1,14,27,3,0,5,0,0,1
1,0,0,15,3736,0,1,12,0,0,0
0,0,1,9,141,5,1,7,0,0,1
0,1,1,16,2715,4,0,5,0,1,1
1,1,0,12,4000,0,0,3,0,0,0
0,0,1,7,2080,2,1,6,0,0,1
1,1,0,15,163,1,0,8,0,0,0
0,1,0,13,2123,0,1,3,0,0,0
0,0,0,14,2151,0,0,2,0,0,0
0,0,0,7,1806,1,0,3,0,0,0
1,1,1,12,153,6,0,3,0,0,1
0,1,0,10,496,0,1,13,0,1,0
1,0,0,16,1339,1,1,5,0,1,0
1,1,1,9,120,4,0,6,0,0,1
0,1,0,16,3468,1,1,5,0,1,0
0,1,0,14,4328,0,1,6,0,1,0
0,1,0,14,80,4,1,2,1,0,1
0,0,1,13,27,1,0,2,0,1,1
1,1,0,13,2231,1,1,4,0,0,0
0,1,0,17,4195,0,1,6,0,1,0
0,0,1,16,1808,3,0,4,0,1,1
1,1,1,15,31,0,0,3,0,0,1
0,0,0,12,371,0,0,3,0,0,0
1,0,1,6,2267,6,0,6,0,0,1
0,0,0,7,194,3,1,6,0,0,1
0,0,1,18,150,0,1,4,0,0,1
0,1,0,16,113,3,1,3,0,0,1
0,1,0,9,4429,1,1,3,0,0,0
0,0,0,6,121,3,1,7,0,0,1
1,0,1,5,1460,6,0,3,0,0,1
1,1,0,17,2353,0,1,2,0,0,0
0,1,1,18,8,0,0,3,0,1,1
1,1,0,6,1541,0,0,3,0,0,0
0,1,0,14,135,1,1,6,0,1,0
1,1,0,8,1774,0,1,4,0,0,0
0,0,1,9,2700,4,1,4,0,0,1
0,1,0,13,3015,1,1,6,0,1,0
1,0,0,12,150,3,0,3,0,0,1
1,0,0,19,3128,0,1,14,0,0,0
0,0,0,7,66,1,0,3,0,1,1
0,1,1,8,19,4,1,3,0,0,1
1,1,1,16,4712,1,0,2,0,0,0
1,1,0,8,831,2,1,5,0,1,0
1,1,0,19,1870,0,1,9,0,0,0
0,1,1,10,2685,2,0,2,0,1,1
0,1,0,7,3221,0,1,11,0,0,0
1,0,1,11,2339,2,0,7,0,0,1
0,1,0,8,23,5,1,6,0,0,1
0,0,0,16,3047,1,0,2,0,0,0
0,0,1,8,57,0,1,5,0,0,1
0,1,1,5,118,3,0,5,0,1,1
0,0,1,18,1246,5,1,4,0,0,1
0,0,0,17,3788,0,0,2,0,0,0
0,0,0,8,143,1,1,10,0,0,1
0,1,0,16,1912,0,1,3,0,1,0
0,0,0,15,2541,0,1,3,0,0,0
0,1,0,8,157,0,1,8,0,1,0
0,0,0,12,142,0,1,7,0,0,1
0,0,0,18,176,2,1,12,0,1,0
0,1,0,17,4090,1,1,4,0,0,0
0,0,0,13,4607,0,0,3,0,0,0
0,0,0,8,27,3,1,7,1,0,1
0,1,0,19,173,0,1,6,0,1,0
0,0,0,11,3312,0,0,5,0,0,0
0,0,1,8,36,1,0,2,0,1,1
0,0,0,13,2910,1,0,2,0,0,0
0,1,0,15,2296,0,1,3,0,1,0
0,0,1,6,129,5,0,8,0,0,1
0,0,0,10,46,1,1,1,0,0,0
0,0,1,6,119,0,1,3,0,0,1
0,1,1,8,2788,3,0,7,0,0,1
0,0,0,16,24,1,0,12,0,0,1
1,1,0,10,1788,1,1,4,0,0,0
1,1,1,6,15,3,0,7,0,0,1
0,0,0,12,1510,1,0,5,0,0,0
0,1,0,6,4332,1,1,5,0,0,0
0,1,0,16,2819,0,1,3,0,0,0
0,0,0,13,2038,3,1,4,0,0,1
0,1,0,5,1989,0,1,5,0,0,0
1,1,0,16,3014,0,1,6,0,0,0
0,1,0,7,3905,1,1,4,0,1,0
1,1,0,16,57,1,0,2,0,0,0
0,0,1,17,108,4,0,1,0,1,1
0,0,0,12,3466,0,0,2,0,0,0
0,1,0,19,3418,1,1,4,0,1,0
0,1,0,13,99,3,0,4,0,1,1
0,1,1,8,129,4,0,7,0,0,1
0,1,0,11,1017,0,1,5,0,1,0
1,1,0,13,1100,0,0,4,0,0,0
1,1,1,17,164,3,0,6,0,0,1
1,1,0,17,1293,1,0,4,0,0,0
1,0,0,17,96,3,0,7,0,0,1
0,0,1,13,137,4,1,1,0,0,1
0,0,0,9,4939,1,1,1,0,0,0
0,0,1,10,46,2,1,8,0,0,1
0,1,0,8,699,1,1,5,0,0,0
1,1,0,10,2996,3,0,7,0,0,1
0,1,1,6,60,6,1,6,0,0,1
0,1,0,13,1870,4,0,3,0,0,1
1,0,1,17,70,4,0,5,0,0,1
0,0,1,14,1022,2,0,2,1,0,1
0,1,0,12,2838,1,1,4,0,1,0
0,0,0,7,1732,1,0,1,0,0,0
1,0,1,9,140,6,0,3,0,0,1
0,0,0,14,114,6,1,1,1,0,1
0,1,0,6,2674,0,1,3,0,0,0
1,0,1,12,58,3,0,3,0,0,1
0,1,0,19,177,1,1,6,0,1,0
0,0,0,14,2798,0,1,3,0,0,0
1,0,1,14,130,3,0,3,0,0,1
0,1,1,16,45,3,1,3,0,0,1
0,0,1,17,1462,5,1,7,1,0,1
0,1,0,5,3665,0,1,5,0,1,0
0,0,0,11,1879,0,0,1,0,0,0
0,1,0,9,90,0,1,8,0,1,0
1,1,0,8,151,1,1,3,0,0,0
1,1,0,19,2619,0,0,3,0,0,0
0,0,0,14,1480,1,0,3,0,0,0
0,0,0,15,2563,0,0,3,0,0,0
0,1,0,12,1069,1,1,5,0,0,0
0,0,1,14,131,4,0,10,0,0,1
1,1,0,5,61,0,0,4,0,0,0
1,0,0,14,809,1,1,12,0,0,0
1,1,1,20,20,0,0,3,0,0,1
1,1,0,8,3809,0,0,4,0,0,0
0,0,0,18,3069,1,0,3,0,0,0
0,1,0,8,3790,1,1,7,0,0,0
0,0,1,16,58,2,0,2,0,1,1
0,0,0,14,58,3,1,9,0,0,1
0,1,0,19,3620,2,1,6,0,1,0
0,0,1,17,115,3,0,2,0,1,1
0,1,0,9,1299,0,1,11,0,1,0
1,1,0,14,24,1,0,3,0,0,0
1,1,0,10,80,2,1,14,0,0,0
0,0,0,12,3026,0,1,7,0,0,0
0,0,1,13,58,0,1,6,1,0,1
0,1,0,6,1674,0,1,10,0,1,0
0,0,0,8,188,4,0,10,0,0,1
0,0,0,16,1188,1,0,9,0,0,0
1,1,0,10,3319,1,1,4,0,0,0
1,0,1,10,2602,2,0,6,0,0,1
0,1,1,19,802,0,0,5,0,0,1
1,0,1,18,1682,1,1,8,0,0,0
0,0,1,18,28,4,1,5,0,0,1
1,1,0,11,91,1,0,9,0,0,0
0,1,0,10,1455,1,1,9,0,1,0
0,1,1,10,1070,6,1,5,1,0,1
0,0,0,17,590,0,0,7,0,0,0
1,0,0,16,144,0,0,7,0,0,1
0,1,0,8,41,1,1,6,0,1,0
1,1,1,15,12,0,0,3,0,0,1
1,1,0,9,168,1,0,2,0,0,0
1,1,0,11,919,2,1,13,0,1,0
0,1,0,15,1756,0,1,5,0,1,0
1,1,0,11,3270,0,0,4,0,0,0
1,0,0,9,101,6,0,5,0,0,1
1,0,0,16,45,5,0,5,0,0,1
0,1,1,17,19,0,1,4,0,0,1
0,1,1,12,148,3,0,7,0,0,1
0,1,0,13,130,2,1,12,0,0,0
1,1,0,16,3612,1,0,4,0,0,0
1,1,1,12,37,3,0,6,0,0,1
0,1,1,10,1049,0,0,6,1,0,1
0,1,0,9,1763,0,1,4,0,0,0
0,0,1,14,87,7,1,8,1,0,1
1,1,0,10,3314,0,1,5,0,0,0
1,1,0,6,623,0,1,4,0,0,0
0,1,0,5,703,0,1,11,0,1,0
0,0,0,18,2743,1,1,5,0,0,0
0,0,0,5,3151,0,1,3,0,0,0
0,1,0,17,12,0,1,5,0,0,0
0,1,0,6,867,0,1,4,0,0,0
1,1,0,17,2130,0,0,2,0,0,0
0,0,1,10,18,7,1,2,1,0,1
0,1,0,10,4769,0,1,3,0,0,0
0,0,0,11,514,5,1,7,0,0,1
0,1,1,10,109,3,1,6,1,0,1
0,1,1,10,1863,0,0,4,1,0,1
0,0,0,9,12,0,0,1,0,0,0
0,0,0,12,2099,1,1,2,0,0,0
0,1,0,13,30,2,1,4,0,1,0
0,1,0,14,117,2,1,5,0,1,0
1,1,0,4,1478,1,0,6,0,0,0
0,0,0,10,2596,0,0,1,0,0,0
0,0,1,13,2178,0,0,5,0,0,1
1,1,1,14,157,2,0,3,0,0,1
0,1,0,17,18,1,1,9,0,1,0
0,1,0,18,170,0,1,5,0,1,0
1,1,1,4,158,6,0,3,0,0,1
1,1,0,17,877,0,0,2,0,0,0
0,0,0,17,81,0,1,6,1,0,1
0,1,0,14,1626,0,1,11,0,1,0
1,1,1,19,108,0,0,5,0,0,1
0,0,0,6,57,0,1,6,0,0,1
0,1,0,9,375,0,1,3,0,1,0
1,0,0,14,546,1,1,12,0,1,0
1,1,0,7,4899,1,0,12,0,0,0
0,0,0,9,401,1,1,8,0,0,0
0,0,0,9,35,0,1,10,0,0,1
1,1,0,7,2029,1,1,2,0,0,0
1,0,1,11,899,5,0,6,0,0,1
0,0,1,8,182,5,1,10,0,0,1
0,0,1,8,25,5,1,5,0,0,1
0,1,0,16,21,0,1,4,0,0,0
1,1,0,17,3497,1,1,4,0,0,0
0,1,0,5,4056,0,1,11,0,0,0
0,0,1,17,43,4,1,4,1,0,1
1,0,0,16,2644,1,1,10,0,0,0
1,1,0,17,3888,1,0,10,0,0,0
0,0,1,11,762,5,1,6,0,0,1
0,1,0,7,3849,0,1,5,0,0,0
0,0,0,12,442,1,1,2,0,0,0
0,1,0,15,3259,0,1,9,0,1,0
0,0,0,8,2265,2,1,12,0,0,0
1,1,0,9,676,1,1,4,0,0,0
0,0,0,20,1005,1,0,10,0,0,0
0,0,0,6,3260,0,0,3,0,0,0
1,1,0,9,1512,0,1,3,0,0,0
0,0,1,8,41,0,0,4,0,1,1
1,0,1,15,86,6,0,2,0,0,1
1,0,0,20,67,0,1,6,0,0,0
1,1,0,8,762,0,0,4,0,0,0
0,1,0,17,4041,1,1,6,0,1,0
1,1,0,20,3451,0,0,4,0,0,0
0,1,0,14,3024,0,1,9,0,1,0
0,0,1,13,102,0,0,2,0,1,1
1,1,0,15,4751,0,0,4,0,0,0
0,1,0,15,684,1,1,3,0,1,0
0,1,0,13,74,0,1,6,0,1,0
1,1,1,16,100,5,0,3,0,0,1
0,0,0,17,55,2,0,9,0,0,1
0,0,1,10,125,6,0,9,0,0,1
1,0,1,16,83,2,0,3,0,0,1
0,0,1,15,182,6,0,1,0,0,1
0,0,0,14,3604,1,0,3,0,0,0
0,0,1,18,13,0,1,7,1,0,1
0,0,0,20,28,2,1,10,1,0,1
0,1,0,20,2525,2,1,14,0,1,0
0,1,1,15,80,5,0,3,0,1,1
1,1,1,11,49,6,0,3,0,0,1
0,0,1,14,2907,5,1,4,0,0,1
0,0,0,20,1389,2,1,13,0,1,0
0,0,0,12,4064,1,1,1,0,0,0
1,1,0,19,12,0,1,2,0,0,0
1,0,1,13,1563,5,0,6,0,0,1
0,0,1,8,1627,3,0,4,0,1,1
0,1,0,12,4232,0,1,6,0,1,0
0,0,1,8,89,6,1,7,0,0,1
0,0,0,16,2248,1,0,1,0,0,0
0,1,1,14,101,2,1,5,1,0,1
0,1,1,13,32,0,1,8,0,0,1
1,0,0,14,2346,2,1,9,0,0,0
0,1,0,17,3403,1,1,9,0,1,0
1,1,0,14,1736,0,0,3,0,0,0
1,0,0,8,2541,0,1,13,0,0,0
0,0,1,19,138,5,0,3,0,0,1
1,1,0,11,1166,1,1,10,0,0,0
1,1,0,8,3308,1,0,9,0,0,0
1,1,0,16,1947,0,0,3,0,0,0
0,0,1,11,110,5,0,2,0,1,1
0,0,1,4,96,3,0,2,0,1,1
0,0,0,18,174,1,1,9,0,1,0
1,0,0,11,25,2,0,7,0,0,1
0,1,0,9,3131,0,1,7,0,0,0
0,1,1,17,92,0,1,5,0,0,1
0,1,1,11,136,2,1,4,0,0,1
0,0,1,13,526,3,0,3,0,0,1
0,1,0,16,4874,1,1,3,0,0,0
1,1,1,15,84,6,0,4,0,0,1
1,1,1,11,50,4,0,7,0,0,1
0,0,0,14,2067,1,0,2,0,0,0
0,0,0,9,4837,1,0,9,0,0,0
0,1,0,10,1513,1,1,12,0,0,0
0,1,1,9,78,6,0,10,1,0,1
1,0,0,19,627,0,1,7,0,0,0
0,1,1,18,107,3,0,4,0,1,1
0,0,0,14,4355,1,1,3,0,0,0
1,1,0,9,4609,0,0,3,0,0,0
1,1,1,13,39,5,0,1,0,0,1
0,0,0,5,84,5,0,8,0,0,1
0,0,1,17,79,0,0,2,0,1,1
0,1,1,13,27,2,0,2,0,1,1
0,1,1,14,68,4,1,4,0,0,1
1,1,0,5,86,1,0,2,0,0,0
1,0,1,18,136,2,0,5,0,0,1
0,0,0,8,99,3,0,5,1,0,1
1,0,0,7,931,4,0,3,0,0,1
1,1,0,11,137,1,0,3,0,0,0
0,0,0,14,3521,3,0,2,0,0,0
0,0,0,5,53,5,0,2,0,1,1
1,1,1,18,130,3,0,4,0,0,1
1,1,0,9,3354,0,1,5,0,0,0
1,1,0,17,3844,1,0,4,0,0,0
0,1,0,7,189,1,1,4,0,0,0
1,1,0,15,639,1,0,8,0,0,0
0,1,0,15,139,3,1,6,0,1,0
0,0,1,13,133,6,0,7,0,0,1
1,1,1,16,7,2,0,3,0,0,1
0,1,0,8,3524,0,1,3,0,0,0
0,0,1,9,10,4,1,5,0,0,1
1,1,0,5,1317,2,1,14,0,1,0
0,0,0,12,2067,1,1,8,0,0,0
1,0,1,13,127,2,1,13,0,0,0
0,0,0,11,2772,0,1,1,0,0,0
0,0,1,8,1510,0,1,8,0,0,1
0,1,0,17,1126,1,1,4,0,0,0
0,0,0,15,2160,1,1,10,0,0,0
1,1,1,12,105,0,0,7,0,0,1
0,1,0,14,1438,1,1,6,0,1,0
0,0,1,14,96,0,0,7,0,0,1
0,0,0,5,703,1,1,5,0,0,0
1,0,0,15,2488,0,1,6,0,0,0
1,1,0,5,154,1,1,3,0,0,0
0,0,0,5,492,1,1,7,0,1,0
0,1,0,10,2461,0,1,8,0,1,0
1,1,0,6,150,0,1,3,0,0,0
1,1,0,6,63,1,0,5,0,0,0
0,0,0,7,4968,0,1,11,0,0,0
0,1,0,20,3104,1,1,12,0,1,0
0,0,1,11,2264,2,0,3,0,1,1
0,1,1,15,50,4,0,6,0,0,1
0,1,0,11,4341,0,1,12,0,0,0
0,0,0,17,418,2,1,3,0,0,0
0,1,0,18,1010,1,1,6,0,1,0
0,0,0,7,4613,1,0,2,0,0,0
1,1,0,19,130,1,1,6,0,1,0
1,1,1,16,1919,1,0,4,0,0,0
0,0,0,19,685,1,1,8,0,0,0
0,0,0,10,3252,0,0,9,0,0,0
0,1,0,12,951,0,1,11,0,0,0
0,0,0,12,2733,1,0,1,0,0,0
0,1,0,18,2713,0,1,6,0,1,0
